Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
0.0487131,0.18537,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.115575,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0908086,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0908086,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0795513,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.175613,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.126081,-0.012181,-0.0075069,0.0536083,0.00525447
0.0511488,0.0923096,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0923096,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0788009,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.162105,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.142592,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.0915591,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0915591,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,-0.0682941,-0.012181,-0.00675621,0.0536083,0.00525447
0.0511488,0.153099,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.136588,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.0930601,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,0.0930601,-0.0146172,-0.00675621,0.0536083,0.00525447
0.0511488,-0.0457796,-0.0146172,-0.0075069,0.0536083,0.00525447
0.0511488,0.177865,-0.0146172,-0.0075069,0.0536083,0.00525447
