Timestamp,Fx,Fy,Fz,Mx,My,Mz
1723738121.9580705,3.348649024963379,-10.633746147155762,16.903034210205078,0.0404936820268631,-0.348764568567276,-0.7195987701416016
1723738121.9600859,2.8813772201538086,-10.658445358276367,17.376543045043945,0.06600409746170044,-0.3527298867702484,-0.7091032862663269
1723738121.9620705,3.8660287857055664,-10.905915260314941,17.390789031982422,0.039970770478248596,-0.3340255320072174,-0.7128021717071533
1723738121.9640517,2.6371049880981445,-10.812710762023926,16.892736434936523,0.05893297493457794,-0.36410701274871826,-0.6946033835411072
1723738121.9660702,2.445871353149414,-11.257928848266602,16.89691162109375,0.07653482258319855,-0.35414502024650574,-0.6837270855903625
1723738121.9681065,2.445871353149414,-11.257928848266602,16.89691162109375,0.07653482258319855,-0.35414502024650574,-0.6837270855903625
1723738121.9700544,3.600240707397461,-10.778944969177246,17.863271713256836,0.05438119173049927,-0.349119633436203,-0.716551661491394
1723738121.97207,3.6315698623657227,-10.781715393066406,15.955971717834473,0.06316603720188141,-0.3224433660507202,-0.7266809344291687
1723738121.9740713,3.842982292175293,-10.329896926879883,17.385953903198242,0.04559139907360077,-0.3315300941467285,-0.7168154120445251
1723738121.9760702,3.6318225860595703,-10.773455619812012,16.911073684692383,0.05395042896270752,-0.327538400888443,-0.7162694931030273
1723738121.9780948,3.6318225860595703,-10.773455619812012,16.911073684692383,0.05395042896270752,-0.327538400888443,-0.7162694931030273
1723738121.98007,3.6318225860595703,-10.773455619812012,16.911073684692383,0.05395042896270752,-0.327538400888443,-0.7162694931030273
1723738121.9820707,2.649966239929199,-10.506646156311035,17.850460052490234,0.052143752574920654,-0.3514995574951172,-0.691408634185791
1723738121.984071,2.900601387023926,-10.942500114440918,17.37681770324707,0.05393119156360626,-0.3539459705352783,-0.6911930441856384
1723738121.9860733,3.15423583984375,-10.783905982971191,17.38593292236328,0.06073738634586334,-0.33189088106155396,-0.7160803079605103
1723738121.9880707,4.087188720703125,-10.764166831970215,16.913719177246094,0.04732923209667206,-0.334089070558548,-0.7271281480789185
1723738121.990071,3.11444091796875,-10.501288414001465,16.42331886291504,0.054473310708999634,-0.3422773778438568,-0.7230660915374756
1723738121.9920712,3.3811206817626953,-10.92613697052002,16.42867660522461,0.046829745173454285,-0.33902812004089355,-0.7122980356216431
1723738121.994073,3.3811206817626953,-10.92613697052002,16.42867660522461,0.046829745173454285,-0.33902812004089355,-0.7122980356216431
1723738121.9960766,3.8278274536132812,-10.638778686523438,17.384794235229492,0.06178925931453705,-0.3490704894065857,-0.7203492522239685
1723738121.9980721,3.1734609603881836,-11.067961692810059,17.38620948791504,0.048664480447769165,-0.33310702443122864,-0.698170006275177
1723738122.0000722,2.390605926513672,-10.381258010864258,18.321535110473633,0.06660379469394684,-0.3664809763431549,-0.6846296787261963
1723738122.0020735,3.143918991088867,-11.07889175415039,16.42674446105957,0.048902302980422974,-0.3446602523326874,-0.7085245251655579
1723738122.0040755,3.810190200805664,-10.63430118560791,15.949173927307129,0.04313771426677704,-0.35010775923728943,-0.7303406000137329
1723738122.0060735,3.810190200805664,-10.63430118560791,15.949173927307129,0.04313771426677704,-0.35010775923728943,-0.7303406000137329
1723738122.008074,3.3525333404541016,-10.646409034729004,16.903091430664062,0.059167563915252686,-0.34849002957344055,-0.7198209762573242
1723738122.0100768,3.845273971557617,-10.327077865600586,16.42938995361328,0.03618276119232178,-0.32659709453582764,-0.7164763808250427
1723738122.0120773,3.1606664657592773,-10.785491943359375,17.384525299072266,0.06078696250915527,-0.33177825808525085,-0.7055518627166748
1723738122.0140784,3.138442039489746,-11.0958833694458,16.901493072509766,0.06784111261367798,-0.35506370663642883,-0.6983593106269836
1723738122.0160787,2.3999032974243164,-10.965465545654297,16.890804290771484,0.06100553274154663,-0.3697391450405121,-0.690829873085022
1723738122.01808,3.394619941711426,-10.9262113571167,16.909141540527344,0.0560230016708374,-0.3331705331802368,-0.7124960422515869
1723738122.0200775,3.394619941711426,-10.9262113571167,16.909141540527344,0.0560230016708374,-0.3331705331802368,-0.7124960422515869
1723738122.022082,3.842728614807129,-10.338154792785645,16.43085479736328,0.054807066917419434,-0.3264351189136505,-0.7272268533706665
1723738122.0240788,3.859600067138672,-10.904333114624023,17.392194747924805,0.03992116451263428,-0.3341381549835205,-0.723330557346344
1723738122.026078,3.371572494506836,-10.350190162658691,16.904308319091797,0.061643585562705994,-0.3306749761104584,-0.716509222984314
1723738122.0280921,3.385006904602051,-10.938799858093262,16.428733825683594,0.06550362706184387,-0.33875352144241333,-0.712520182132721
1723738122.0300803,3.3496007919311523,-10.652322769165039,17.376373291015625,0.05948208272457123,-0.3590553104877472,-0.6989052295684814
1723738122.0320835,3.3496007919311523,-10.652322769165039,17.376373291015625,0.05948208272457123,-0.3590553104877472,-0.6989052295684814
1723738122.0340803,2.410403251647949,-11.250755310058594,17.84905242919922,0.05829170346260071,-0.37600091099739075,-0.6837871074676514
1723738122.0361004,3.1050796508789062,-10.505616188049316,16.89801025390625,0.05473828315734863,-0.3529554009437561,-0.7126787900924683
1723738122.0380778,3.631758689880371,-11.052759170532227,16.915573120117188,0.04172876477241516,-0.3290923833847046,-0.7299444079399109
1723738122.040074,3.092283248901367,-10.223145484924316,16.896324157714844,0.06686072051525116,-0.35162660479545593,-0.7200607061386108
1723738122.0420735,3.3747549057006836,-10.645251274108887,16.42558479309082,0.059001773595809937,-0.33758676052093506,-0.7091515064239502
1723738122.044072,3.8660287857055664,-10.905915260314941,17.390789031982422,0.039970770478248596,-0.3340255320072174,-0.7128021717071533
1723738122.046073,3.8660287857055664,-10.905915260314941,17.390789031982422,0.039970770478248596,-0.3340255320072174,-0.7128021717071533
1723738122.0480728,3.1574182510375977,-11.07896614074707,16.907209396362305,0.05809555947780609,-0.33880266547203064,-0.7087225317955017
1723738122.0500731,2.597561836242676,-10.521830558776855,16.885221481323242,0.04345324635505676,-0.37958842515945435,-0.6911777853965759
1723738122.0520782,2.6837158203125,-11.102076530456543,17.382125854492188,0.0835563987493515,-0.34288057684898376,-0.708755373954773
1723738122.054075,3.859347343444824,-10.912592887878418,16.437097549438477,0.04913683235645294,-0.32904329895973206,-0.7337420582771301
